code_esp,nom_latin,type,cat_group_size,groupe,Famille,List_sp,liste_especes_potentielles,potential_sp,group_pelgas,nom_commun,nom_anglais,nom_espagnol,phylum_public,classe_public,ordre_public,famille_public,taxon_fr,family_eng,group_eng,id_public,LB_NOM_taxref,NOM_VERN_taxref,NOM_VERN_ENG_taxref,CD_NOM_taxref,APHIA_ID_taxref,REGNE_taxref,PHYLUM_taxref,CLASSE_taxref,ORDRE_taxref,FAMILLE_taxref,R_Caraibes,R_Ocean_Indien,R_Polynesie,R_Sud_Pacifique,R_France_metropole,ASI,CODE_SCANS3,CODE_Bat,CODE_Samm,CODE_OI,CODE_PF,Group_old,kind_ident,nb_bases_remmoa,ex_code_et_corrections
"HIRSPP","Hirundo spp","Land Bird",,"Hirondelle","Autre oiseau","Hirondelle ind.",,,,"Hirondelle ind.","Swallow sp","Golondrina spp","Chordata","Aves","Passeriformes","Hirundinidae","Oiseau terrestre","Other bird","Swallow",3.4400000000000000e+02,,,,,,,,,,,,,,,"bat","x",,,,"0",,"Hirondelle","Hirondelle",,
"HYDPEL","Hydrobates pelagicus","Seabird","Storm-petrel","Oceanite","Hydrobatidae","Oceanite tempete",,,"surface","Oceanite tempete","European storm-petrel","Paino comun","Chordata","Aves","Ciconiiformes","Hydrobatidae","Oiseau marin","Hydrobatidae","Storm-petrel",3.4900000000000000e+02,"Hydrobates pelagicus","Petrel tempete, Oceanite tempete",,2.4190000000000000e+03,"137189","Animalia","Chordata","Aves","Ciconiiformes","Hydrobatidae",,,,,"bat, belgica","x",,,,"0",,"Oceanite","Oceanite",,
"HYPAMP","Hyperoodon ampullatus","Marine mammal","Medium cetacean","Autre Baleine a bec","Ziphiidae","Hyperodon boreal",,,,"Hyperoodon boreal","Northern bottlenose whale",,"Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mammifere marin","Ziphiidae","Other beaked whale",,"Hyperoodon ampullatus","Hyperodon boreal","Northern Bottlenose Whale",6.0954000000000000e+04,"343899","Animalia","Chordata","Mammalia","Cetacea","Ziphiidae",,,,,"Samm, romer, atlancet",,"HAMP",,,"0",,"Baleine a  bec","Baleine a  bec",,
"HYPPLA","Hyperoodon planifrons","Marine mammal","Medium cetacean","Autre Baleine a bec","Ziphiidae","Hyperodon antarctique",,,,"Hyperoodon austral","Southern Bottlenose Whale",,"Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mammifere marin","Ziphiidae","Other beaked whale",3.6000000000000000e+02,"Hyperoodon planifrons","Hyperodon austral","Southern Bottlenose Whale",5.3550400000000000e+05,,"Animalia","Chordata","Mammalia","Cetacea","Ziphiidae",,,,,,,,,,"0",,"Baleine a  bec","Baleine a  bec",1.7000000000000000e+01,
"INDPAC","Indopacetus pacificus","Marine mammal","Medium cetacean","Autre Baleine a bec","Ziphiidae","Baleine a bec de Longman",,,,"Indopacete de Longman","Longman's beaked whale",,"Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mammifere marin","Ziphiidae","Other beaked whale",3.6200000000000000e+02,"Indopacetus pacificus","Mesoplodon de Longman, Baleine a  bec de Longman",,5.3550700000000000e+05,,"Animalia","Chordata","Mammalia","Cetacea","Ziphiidae",,"R",,"R",,,,,,"INDPAC",,"Baleine a  bec","Baleine a  bec",1.9000000000000000e+01,
"IRONTR","Iron or Metal Trash","Human activity",,"Dechet","Trash","Dechet metal",,,,"Dechet metal","Iron or Metal trash",,"X",,,,"Activite humaine","Trash","Other trash",,,,,,,,,,,,,,,,,"x",,,,,,"Trash","Trash",,
"JELLY","Cnidaria","Other Marine Wildlife",,"Cnidaria","Other fauna","Meduses",,,,"Meduse ind.","Jelly fish",,"Cnidaria",,,,"Autre faune marine","Cnidaria","Cnidaria",1.8900000000000000e+02,,,,,,,,,,,"Guy","R",,"R, fut","Samm","x",,,,"JELLY",,,,2.0000000000000000e+01,"Meduse / Samm"
"KOGBRE","Kogia breviceps","Marine mammal","Small cetacean","Kogiidae","Cachalot","Cachalot pygmee",,,,"Cachalot pygmee","Pygmy sperm whale",,"Chordata","Mammalia","Cetartiodactyla","Physeteridae","Mammifere marin","Cachalot","Kogiidae",3.6900000000000000e+02,"Kogia breviceps","Cachalot pygmee","Pygmy Sperm Whale",6.0944000000000000e+04,"137113","Animalia","Chordata","Mammalia","Cetacea","Physeteridae",,"M",,,,"x","KOSP",,,"0",,"Cachalot","Cachalot",2.0000000000000000e+01,
"KOGSIM","Kogia sima","Marine mammal","Small cetacean","Kogiidae","Cachalot","Cachalot nain",,,,"Cachalot nain","Dwarf sperm whale",,"Chordata","Mammalia","Cetartiodactyla","Physeteridae","Mammifere marin","Cachalot","Kogiidae",3.7100000000000000e+02,"Kogia sima","Cachalot nain","Dwarf sperm whale",7.9307000000000000e+04,"159025","Animalia","Chordata","Mammalia","Cetacea","Physeteridae",,"M",,,,"x","KOSP",,,"0",,"Cachalot","Cachalot",2.0000000000000000e+01,
"KOGSPP","Kogiidae sp.","Marine mammal","Small cetacean","Kogiide","Cachalot","Cachalot nain / pygmee","Cachalot pygmee / nain","Kogia breviceps / sima",,"Kogiide ind.","Pygmy / Dwarf sperm whale",,"Chordata","Mammalia","Cetartiodactyla","Physeteridae","Mammifere marin","Cachalot","Kogiidae",3.7000000000000000e+02,,,,,,,,,,,"Ant","R","R","R","Samm","x","KOSP",,,"KOGSPP",,"Cachalot","Cachalot",2.0000000000000000e+01,
"LAGACU","Lagenorhynchus acutus","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Lagenorhynque a flancs blancs",,,,"Lagenorhynque a flancs blancs","Atlantic white-sided dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Grand delphinine",3.7800000000000000e+02,"Lagenorhynchus acutus","Lagenorhynque a flancs blancs","Atlantic White-sided Dolphin",6.0900000000000000e+04,"137100","Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,,,,"Samm, romer",,"LACU",,,"0",,"Grand delphinine","Grand delphinine",,
"LAGALB","Lagenorhynchus albirostris","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Lagenorhynque a bec blanc",,,,"Lagenorhynque a bec blanc","White-beaked dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Grand delphinine",3.7600000000000000e+02,"Lagenorhynchus albirostris","Lagenorhynque a bec blanc","White-beaked Dolphin",6.0902000000000000e+04,"137101","Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,,,,"Samm",,"LALB",,,"0",,"Grand delphinine","Grand delphinine",,
"LAGCRU","Lagenorhynchus cruciger","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Lagenorhynque sablier",,,,"Lagenorhynque sablier","Hourglass dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Grand delphinine",,,,,,,,,,,,,"S",,,,,,,,"0",,"Grand delphinine","Grand delphinine",,
"LAGHOS","Lagenodelphis hosei","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Dauphin de Fraser",,,,"Dauphin de Fraser","Fraser's dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Grand delphinine",3.7300000000000000e+02,"Lagenodelphis hosei","Dauphin de Fraser",,6.0897000000000000e+04,"137099","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Ant","R","R","R",,,,,,"LAGHOS",,"Grand delphinine","Grand delphinine",2.0000000000000000e+01,
"LAGOBS","Lagenorhynchus obscurus","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Lagenorhynque obscur",,,,"Lagenorhynque obscur","Dusky dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Large Delphininae",,,,,,,,,,,,,"S",,,,,,,,"0",,"Grand delphinine","Grand delphinine",,
"LAMNAS","Lamna nasus","Other Marine Wildlife",,"Requin","Elasmobranche","Requin-taupe commun",,,,"Requin-taupe commun","Porbeagle",,"Chordata","Elasmobranchii","Carcharhiniformes","Lamnidae","Autre faune marine","Elasmobranch","Shark",,"Lamna nasus","Requin-taupe commun","Porbeagle",6.6417000000000000e+04,"105841","Animalia","Chordata","Elasmobranchii","Lamniformes","Lamnidae",,,,,"Samm","x",,,,"0",,"Fish","Fish",,
"LANBIR","Aves","Land Bird",,"Aves","Autre oiseau","Oiseau non identifie",,,,"Oiseau terrestre","Land Bird","Ave terrestre","Chordata","Aves",,,"Oiseau terrestre","Other bird","Aves",9.9100000000000000e+02,,,,,,,,,,,,,,,"bat","x",,"OISTER",,"0",,,,,"OISTER / bat"
"LANCOL","Lanius collurio","Land Bird",,"Passereau","Autre oiseau","Pie grieche ecorcheur",,,,"Pie grieche ecorcheur","Red-backed Shrike","Alcaudon dorsirrojo","Chordata","Aves","Passeriformes","Laniidae","Oiseau terrestre","Other bird","Passerine",3.9200000000000000e+02,"Lanius collurio"," Pie-grieche ecorcheur","Red-backed Shrike",3.8070000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Laniidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"LANEXC","Lanius excubitor","Land Bird",,"Passereau","Autre oiseau","Pie grieche grise",,,,"Pie grieche grise","Great Grey Shrike","Alcaudon real","Chordata","Aves","Passeriformes","Laniidae","Oiseau terrestre","Other bird","Passerine",3.9300000000000000e+02,"Lanius excubitor"," Pie-grieche grise","Great Grey Shrike",3.8140000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Laniidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"LARARG","Larus argentatus","Seabird","Large gull","Goeland gris","Laridae","Goeland argente",,,"surface","Goeland argente","European herring gull","Gaviota argentea","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Grey gull",3.9700000000000000e+02,"Larus argentatus","Goeland argente","Herring Gull",3.3020000000000000e+03,"137138","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat, belgica, atlancet",,,,,"0",,"Goeland gris","Goeland gris",,
"LARATR","Larus atricilla","Seabird","Medium gull","Mouette","Laridae","Mouette atricille ",,,"surface","Mouette atricille","Laughing  gull",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",3.9900000000000000e+02,"Larus atricilla","Mouette atricille ",,3.2700000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Guy",,,,,,,,,"0",,,,1.0000000000000000e+00,
"LARAUD","Larus audouinii","Seabird","Medium gull","Petit goeland gris","Laridae","Goeland d'Audouin",,,"surface","Goeland d'Audouin","Audouin's gull",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small grey gull",,"Larus audouinii",,,3.2870000000000000e+03,"137139","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm","x",,,,"0",,"Petit goeland gris","Petit goeland gris",,
"LARCAC","Larus cachinnans","Seabird","Large gull","Goeland gris","Laridae","Goeland pontique",,,"surface","Goeland pontique","Caspian gull","Gaviota de patas amarillas","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Grey gull",4.0100000000000000e+02,"Larus cachinnans","Goeland pontique",,3.2890000000000000e+03,"137140","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"bat",,,,,"0",,"Goeland gris","Goeland gris",,"x remplace en partie / bat (cf LARMIC)"
"LARCAN","Larus canus","Seabird","Medium gull","Petit goeland gris","Laridae","Goeland cendre",,,"surface","Goeland cendre","Common gull","Gaviota cana","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small grey gull",4.0200000000000000e+02,"Larus canus","Goeland cendre","Mew Gull",3.2930000000000000e+03,"137141","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat","x",,,,"0",,"Petit goeland gris","Petit goeland gris",,
"LARCET","Large Cetacea","Marine mammal","Large cetacean","Cetace ind.","Cetacea","Grand cetace ind.",,,,"Grand cetace ind.","Large Cetacea","Rorcual / Cachalote / Ballena","Chordata","Mammalia","Cetartiodactyla",,"Mammifere marin","Cetacea","Cetacean unidentif",9.5200000000000000e+02,,,,,,,,,,,,"R",,"R","Samm, bat","x","LW",,,"LARCET",,"Cetace indetermine","Cetace indetermine",2.0000000000000000e+01,
"LARDEL","Large delphininae","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Grand delphinine","Grand dauphin oceanique/ indo-pacifique / Dauphin a  bosse / Steno / Dauphin de Fraser / Lagenorhynque a  bec blanc ","Tursiops truncatus / T. aduncus / Sousa chinensis / Steno bredanensis / Lagenodelphis hosei / Lagenorhynchus albirostris",,"Grand delphinine","Large delphininae sp","Grande Delfin spp","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Large Delphininae",,,,,,,,,,,,,"R","R","R",,"x","DESP",,,"0",,"Grand delphinine","Grand delphinine",2.0000000000000000e+00,"* TURSPP / n'ayant pas en commentaire grand dauphin / REMMOA"
"LARFIS","Osteichiens","Other Marine Wildlife",,"Grand poisson","Poisson","Grand poisson ind.",,,,"Grand poisson ind.","Large Fish sp","Pez spp","Chordata","Actinopterygii",,,"Autre faune marine","Fish","Large fish",,,,,,,,,,,,"Guy, Ant",,,"R","bat","x","FISH",,,"0",,"Fish","Fish",,"POISPP / eparses, bat"
"LARFUS","Larus fuscus","Seabird","Large gull","Goeland noir","Laridae","Goeland brun",,,"surface","Goeland brun","Lesser black-backed gull","Gaviota sombria","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Black gull",4.0600000000000000e+02,"Larus fuscus","Goeland brun","Lesser Black-backed Gull",3.2970000000000000e+03,"137142","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat, belgica, atlancet","x",,,,"0",,"Goeland noir","Goeland noir",,
"LARGEN","Larus genei","Seabird","Small gull","Mouette","Laridae","Goeland railleur",,,"surface","Goeland railleur","Slender-billed gull",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",,"Larus genei"," Goeland railleur","Slender-billed Gull",3.2850000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm","x",,,,"0",,"Mouette","Mouette",,
"LARGLA","Larus glaucoides","Seabird","Large gull","Autre goeland","Laridae","Goeland a ailes blanches",,,"surface","Goeland a ailes blanches","Iceland gull","Gaviota groenlandesa","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Other gull",4.0900000000000000e+02,"Larus glaucoides","Goeland a  ailes blanches, Goeland arctique",,3.3070000000000000e+03,"137144","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"bat",,,,,"0",,,,,
"LARGRE","Podiceps cristatus / grisegena","Coastal Bird",,"Grebe","Podicipitidae","Grand grebe ind.","Grebe huppe / jougris","Podiceps cristatus / P. grisegena",,"Grand grebe ind.","Large grebe sp",,"Chordata","Aves","Podicipediformes","Podicipididae","Oiseau cotier","Podicipitidae","Grebe",,,,,,,,,,,,,,,,"Samm","x",,,,"0",,"Grebe","Grebe",,"GRAGRE / Samm"
"LARGUL","Larus sp","Seabird","Large gull","Autre goeland","Laridae","Grand goeland ind.",,,"surface","Grand Goeland ind.","Large gull sp","Grande gaviota spp","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Other gull",3.9500000000000000e+02,,,,,,,,,,,,,,,"Samm, bat, belgica, atlancet","x",,,,"0",,"Goeland","Goeland",,"GOESPP / Samm, atlancet, bat, belgica"
"LARHYP","Larus hyperboreus","Seabird","Large gull","Autre goeland","Laridae","Goeland bourgmestre",,,"surface","Goeland bourgmestre","Glaucous gull","Gavion hiperboreo","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Other gull",4.1000000000000000e+02,"Larus hyperboreus","Goeland bourgmestre","Glaucous Gull",3.3090000000000000e+03,"137145","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"bat",,,,,"0",,,,,
"LARMAR","Larus marinus","Seabird","Large gull","Goeland noir","Laridae","Goeland marin",,,"surface","Goeland marin","Great black-backed gull","Gavion atlantico","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Black gull",4.1100000000000000e+02,"Larus marinus","Goeland marin","Great Black-backed Gull",3.3110000000000000e+03,"137146","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat, belgica","x",,,,"0",,"Goeland noir","Goeland noir",,
"LARMEL","Larus melanocephalus","Seabird","Small gull","Mouette","Laridae","Mouette melanocephale",,,"surface","Mouette melanocephale","Mediterranean gull","Gaviota cabecinegra","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",4.1200000000000000e+02,"Larus melanocephalus",,,3.2720000000000000e+03,"137147","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat, atlancet","x",,,,"0",,"Mouette","Mouette",,
"LARMIC","Larus michahellis","Seabird","Large gull","Goeland gris","Laridae","Goeland leucophee",,,"surface","Goeland leucophee","Yellow-legged gull","Gaviota patiamarilla","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Grey gull",4.0100000000000000e+02,"Larus michahellis","Goeland leucophee","Yellow-legged Gull",1.9937400000000000e+05,,"Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat","x",,,,"0",,"Goeland gris","Goeland gris",,"x remplace une partie des LARCAC /Bat"
"LARMIN","Larus minutus","Seabird","Small gull","Mouette","Laridae","Mouette pygmee",,,"surface","Mouette pygmee","Little gull","Gaviota enana","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",4.1400000000000000e+02,"Larus minutus"," Mouette pygmee","Little Gull",3.2740000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat","x",,,,"0",,"Mouette","Mouette",,
"LARNOV","Larus novaehollandiae","Seabird","Small gull","Mouette","Laridae","Mouette argentee",,,"surface","Mouette argentee","Silver gull",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",,"Larus novaehollandiae","Mouette argentee","Silver Gull",6.2772900000000000e+05,,"Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,"R",,,,,,"0",,"Mouette","Mouette",,
"LARPIP","Larus pipixcan","Seabird",,"Mouette","Laridae","Mouette de Franklin",,,"surface","Mouette de Franklin","Franklin's gull","Gaviota Pipizcan","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",,"Larus pipixcan",,,,,,,,,,,,,,,,,,,,,,,,
"LARRID","Larus ridibundus","Seabird","Small gull","Mouette","Laridae","Mouette rieuse",,,"surface","Mouette rieuse","Black-headed gull","Gaviota reidora","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",4.1500000000000000e+02,"Larus ridibundus",,,3.2830000000000000e+03,"137149","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat, belgica","x",,,,"0",,"Mouette","Mouette",,
"LARSAB","Larus sabini","Seabird","Small gull","Mouette","Laridae","Mouette de Sabine",,,"surface","Mouette de Sabine","Sabine's gull","Gaviota de Sabine","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",4.1700000000000000e+02,"Larus sabini",,,3.3280000000000000e+03,"137151","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat",,,,,"0",,"Mouette","Mouette",,
"LARSHE","Calonectris / Puffinus gravis / P. griseus","Seabird","Large procellarid","Grand puffin","Procellariidae","Grand puffin ind.","Puffin cendre / majeur / fuligineux","Calonectris / puffinus gravis / P. griseus","plongeur","Grand puffin ind.","Large shearwater sp.",,"Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Large shearwater",,,,,,,,,,,,,,,,"Samm, atlancet","x",,,,"0",,"Grand puffin","Grand puffin",,"GRAPUF / Samm, atlancet"
"LARSPP","Laridae spp","Seabird",,"Laride ind.","Laridae","Laride ind.",,,"surface","Laride ind.","Larid unidentif.","Gaviota spp","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Lariid ",3.9400000000000000e+02,,,,,,,,,,,"Guy, Ant",,,,"Samm, bat, belgica, atlancet","x",,,,"0",,"Laride","Laride",5.0000000000000000e+00,
"LIMICO","Limicole spp","Land Bird",,"Limicole","Limicole","Limicole ",,,,"Limicole ind.","Shore bird unidentif.","Limicola spp","Chordata","Aves","Charadriiformes","Charadriidae / Scolopacidae","Oiseau terrestre","Shorebird","Shorebird",4.2100000000000000e+02,,,,,,,,,,,,,,"R, fut","Samm, bat, atlancet","x",,,,"0",,"Limicole","Limicole",,
"LIMLAP","Limosa lapponica","Land Bird",,"Limicole","Scolopacidae","Barge rousse",,,,"Barge rousse","Bar-tailed Godwit","Aguja colipinta","Chordata","Aves","Charadriiformes","Scolopacidae","Oiseau terrestre","Shorebird","Scolopacidae",4.2300000000000000e+02,"Limosa lapponica"," Barge rousse","Bar-tailed Godwit",2.5680000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",,,,,"bat",,,,,"0",,"Limicole","Limicole",,
